ID_producto,Descripcion,IMEI,TALLA
84fc299f,"VESTIDO LILIANA BLANCO,GUINDO Y UVA",0904BGU,S
ce39099c,POLERA MORADO,1700MO,Talla_4
f48fd85d,POLERA RANGLAN VERDE,1505VN,M
ea184df5,BLUSA NEGRA EMI,0208NE,XS
56d5884b,SHORT GRIS,1004PL,L
,,,
e03e35f2,VESTIDO APRIL ROSADO CON CREMA,0705RCR,S
7aba57d4,VESTIDO VERDE CON MARRÓN,0707VEM,XL
77eaf3d4,VESTIDO GUINDO CON MARRÓN,0707GMA,S
c04f4f9f,VESTIDO GUINDO CON MARRÓN,0707GMA,M
6a9059ac,VESTIDO GUINDO CON MARRÓN,0707GMA,L
81b81afb,VESTIDO GUINDO CON MARRÓN,0707GMA,L
1f5ac419,VESTIDO GUINDO CON MARRÓN,0707GMA,L
a064fbe9,VESTIDO GUINDO CON MARRÓN,0707GMA,L
996ea4a6,VESTIDO GUINDO CON MARRÓN,0707GMA,L
ddfdc89c,VESTIDO GUINDO CON MARRÓN,0707GMA,L
5ac7273b,VESTIDO GUINDO CON MARRÓN,0707GMA,L
b0ae0fc8,VESTIDO GUINDO CON MARRÓN,0707GMA,L
b0b718b2,VESTIDO GUINDO CON MARRÓN,0707GMA,L
a563bd33,VESTIDO GUINDO CON MARRÓN,0707GMA,L
927bec7c,VESTIDO GUINDO CON MARRÓN,0707GMA,L
a9670061,VESTIDO GUINDO CON MARRÓN,0707GMA,XL
856c0ca8,VESTIDO GUINDO CON MARRÓN,0707GMA,XL
382820b3,VESTIDO GUINDO CON MARRÓN,0707GMA,XL
5ef1a2df,VESTIDO GUINDO CON MARRÓN,0707GMA,XL
1667a3cd,VESTIDO GUINDO CON MARRÓN,0707GMA,XL
73c5dec5,VESTIDO LARGO CELESTE CON AZUL,0706CEA,S
61f60165,VESTIDO LARGO CAOBA,0706CAO,S
3907155c,BLANCO,0706BLA,L
2ebc9fab,BLANCO,0706BLA,XL
788ba8ac,BLANCO,0706BLA,XL
f88b4e3e,BLANCO,0706BLA,XL
fa84cf5f,OCRE,0136OCR,XL
132e79c0,OCRE,0136OCR,XL
f2e2aaf7,Vestido Molly Oscuro,0101OS,L
e2de7490,MAXIVESTIDO LILIANA CAOBA,0706CAO,S
0ef97bbd,MAXIVESTIDO APRIL AZUL CON ROJO,0705AZR,S
63b5ad01,"VESTIDO RUTH MARRÓN, NEGRO Y AMARILLO",0901MNA,S
d674b264,"VESTIDO RUTH MARRÓN, NEGRO Y AMARILLO",0901MNA,S
8059705a,"VESTIDO RUTH MARRÓN, NEGRO Y AMARILLO",0901MNA,S
2e2ec6cd,"VESTIDO RUTH MARRÓN, NEGRO Y AMARILLO",0901MNA,S
75ea1771,"VESTIDO RUTH MARRÓN, NEGRO Y AMARILLO",0901MNA,S
abe300a5,"VESTIDO RUTH MARRÓN, NEGRO Y AMARILLO",0901MNA,M
8ade5bcf,"VESTIDO RUTH MARRÓN, NEGRO Y AMARILLO",0901MNA,M
b0fac671,"VESTIDO RUTH MARRÓN, NEGRO Y AMARILLO",0901MNA,M
30c37473,"VESTIDO RUTH MARRÓN, NEGRO Y AMARILLO",0901MNA,XL
3107b402,"VESTIDO RUTH MARRÓN, NEGRO Y AMARILLO",0901MNA,XL
3f7bd1bb,"VESTIDO RUTH MARRÓN, NEGRO Y AMARILLO",0901MNA,XL
6b4b5051,"VESTIDO RUTH MARRÓN, NEGRO Y AMARILLO",0901MNA,XL
5741aa9e,"VESTIDO RUTH MARRÓN, NEGRO Y AMARILLO",0901MNA,XL
c610712a,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,S
dc752e84,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,S
df7e457a,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,S
b4bfbf8e,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,S
fc85ef29,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,M
e80c318f,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,M
ee31619b,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,M
11572b0f,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,M
8aed64af,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,M
2981e69d,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,M
7c602e87,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,M
b5781cb6,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,M
6a97f6d9,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,M
,,,
,,,
d9e171a5,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,L
3a6e0278,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,L
10fd5de3,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,L
5f5edfd7,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,XL
86754cc3,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,XL
4fe22acb,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,XL
9f6a13db,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,XL
1cb3f726,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,XL
c8317a54,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,XL
a0988101,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,XL
e54d21a5,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,XL
d5b6e3b1,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,XL
e345ca81,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,XL
8c1f8263,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,XL
ebf2d512,"VESTIDO RUTH VIOLETA, NEGRO, CAMEL",0901VNC,XL
f7782c81,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,S
aa45c161,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,S
9e38c88b,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,S
ed8f2fbd,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,L
56cacfdf,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,L
13080390,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,L
cd3e3700,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
0e4a3bbf,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
7c003c55,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
35fe2e2f,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
64029165,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
69533a30,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
57a70f0d,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
47e572ae,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
6563cb02,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
44b68c50,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
6c6491f5,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
9cf393a3,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
68931f13,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
917eabba,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
26810215,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
ee3fe97d,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
6d3dc025,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
63c61eba,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
9ec5f736,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
722245f1,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,XL
f1c849bd,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,S
268f05a5,Vestido Liliana Crema con Rojo,0136CRR,XS
07ab6d32,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
99825752,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
8122aba2,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
7ea694ce,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
78aaec70,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
258fa9d2,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
1a3e30f6,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
af405615,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
b0f37fce,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
60be3203,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
1a2a9d33,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
2cd02376,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
3a21d5a6,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
4c11a9ce,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
7aef7b45,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
0a953e29,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
10d56817,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
761f02ad,"VESTIDO RUTH VIOLETA,AZUL, ROJO",0901TAR,M
6a870181,Vestido April  Rosado con Fucsia,0140RFUC,L
7d9c1d04,Vestido April  Rosado con Fucsia,0140RFUC,L
6578b5b9,Vestido April  Rosado con Fucsia,0140RFUC,L
41b4a00d,Vestido April  Rosado con Fucsia,0140RFUC,L
06efcfad,Vestido April  Rosado con Fucsia,0140RFUC,XL
7d7469db,Vestido April  Rosado con Fucsia,0140RFUC,XL
6b6007f1,Vestido April  Rosado con Fucsia,0140RFUC,L
20fc171f,Vestido April  Rosado con Fucsia,0140RFUC,L
fbe53269,Vestido April  Rosado con Fucsia,0140RFUC,L
30d5bbc1,Vestido April  Rosado con Fucsia,0140RFUC,L
cb12595e,Vestido April  Rosado con Fucsia,0140RFUC,L
5ced55b2,Vestido April  Rosado con Fucsia,0140RFUC,L
188af93f,Maxivestido Casandra -Negro con Violeta,0707NGV,XL
,,,
5029bb3b,Maxivestido Casandra -Negro con Violeta,0707NGV,XL
7390d70a,Maxivestido Casandra -Negro con Violeta,0707NGV,XL
b44328b2,Maxivestido Casandra -Negro con Violeta,0707NGV,XL
93840adb,Maxivestido Casandra -Negro con Violeta,0707NGV,XL
ebe312df,Maxivestido Casandra -Negro con Violeta,0707NGV,L
01adf9cb,Maxivestido Casandra -Negro con Violeta,0707NGV,L
83aac714,Maxivestido Casandra -Negro con Violeta,0707NGV,L
72586d85,"Maxivestido Casandra - Rojo, plomo y negro",0707RPN,M
edf2a8b0,VESTIDO NELLY JEAN OSCURO,0123OS,XL
4d0563db,VESTIDO LILIANA -  ROJO CON CAMEL,0136RCA,S
fd1464a9,VESTIDO LILIANA -  ROJO CON CAMEL,0136RCA,L
34036019,VESTIDO LILIANA -  ROJO CON CAMEL,0136RCA,XL
b94faffa,VESTIDO GUINDO GAMARRA,2001GU,S
df60151b,VESTIDO ROSADO GAMARRA,2003RS,L
d984f96f,VESTIDO ROSADO GAMARRA,2003RS,XL
da438f91,VESTIDO ROSADO GAMARRA,2003RS,XL
eba94387,VESTIDO CORAL GAMARRA,2001CR,S
12eb3b22,VESTIDO CORAL GAMARRA,2001CR,S
5e4bd709,VESTIDO LILIANA -  ROJO CON CAMEL,0136RCA,L
5856278c,VESTIDO LILIANA -  ROJO CON CAMEL,0136RCA,L
448df0ff,VESTIDO LILIANA -  ROJO CON CAMEL,0136RCA,XL
c097584c,VESTIDO LILIANA -  ROJO CON CAMEL,0136RCA,XL
6ed5f9e2,VESTIDO ROJO GAMARRA,2001RO,M
a4bd74b8,VESTIDO ROJO GAMARRA,2001RO,XL
14b19d5e,VESTIDO AZUL CIELO GAMARRA,2002AC,M
42d1373e,VESTIDO AZUL CIELO GAMARRA,2002AC,L
53bd09d7,VESTIDO AZUL CIELO GAMARRA,2002AC,L
d74083fd,VESTIDO AZUL CIELO GAMARRA,2002AC,XL
cdec8604,VESTIDO AZUL CIELO GAMARRA,2002AC,XL
2cf4a3bb,VESTIDO VERDE MENTA GAMARRA,2002VM,M
8b59697b,VESTIDO AZUL BRILLO GAMARRA,2002AB,S
9f2344f5,VESTIDO BLANCO GAMARRA,2002BL,L
bad46f63,VESTIDO BLANCO GAMARRA,2002BL,L
a14fe286,VESTIDO ROJO GAMARRA,2002RO,M
253dd9d6,VESTIDO ROJO GAMARRA,2002RO,M
7cc10999,VESTIDO ORO VIEJO GAMARRA,2002OV,M
68db4be2,VESTIDO ORO VIEJO GAMARRA,2002OV,L
8864f599,VESTIDO ORO VIEJO GAMARRA,2002OV,L
2ff5209d,VESTIDO ORO VIEJO GAMARRA,2002OV,XL
bbbe3e85,VESTIDO ORO VIEJO GAMARRA,2002OV,XL
d59bf8c2,VESTIDO ROSA PASTEL GAMARRA,2002RP,M
cd591979,VESTIDO ROSA PASTEL GAMARRA,2002RP,XL
68278fde,VESTIDO ROSA PASTEL GAMARRA,2002RP,XL
222ac6f0,VESTIDO NELLY JEAN OSCURO,0123OS,L
80922f61,VESTIDO NELLY JEAN OSCURO,0123OS,L
4e79f5ea,VESTIDO NELLY JEAN OSCURO,0123OS,L
8e7cfb34,VESTIDO NELLY JEAN OSCURO,0123OS,L
02006af5,VESTIDO NELLY JEAN OSCURO,0123OS,L
b442e68b,VESTIDO NELLY JEAN OSCURO,0123OS,L
c0b6c6f2,VESTIDO NELLY JEAN OSCURO,0123OS,XL
3d3619e0,VESTIDO NELLY JEAN OSCURO,0123OS,XL
cd6e4954,VESTIDO NELLY JEAN OSCURO,0123OS,XL
8fdcf8bb,VESTIDO NELLY JEAN OSCURO,0123OS,XL
066fd4af,VESTIDO NELLY JEAN OSCURO,0123OS,XL
c8311725,VESTIDO NELLY JEAN OSCURO,0123OS,XL
3051ad32,VESTIDO NELLY JEAN OSCURO,0123OS,XL
,,,
,,,
,,,
8ee0e31d,VESTIDO BLANCO CON RAYAS NEGRAS GAMARRA,2001RN,M
228efe9c,VESTIDO BLANCO CON RAYAS NEGRAS GAMARRA,2001RN,XL
41f89e8b,VESTIDO BLANCO CON RAYAS NEGRAS GAMARRA,2001RN,XL
f65e93c0,VESTIDO BLANCO CON RAYAS CELESTE GAMARRA,2001RC,S
2b82f3a5,VESTIDO BLANCO CON RAYAS CELESTE GAMARRA,2001RC,S
dfe7ad88,VESTIDO BLANCO CON RAYAS CELESTE GAMARRA,2001RC,XL
2eaf386f,VESTIDO BLANCO CON RAYAS CELESTE GAMARRA,2001RC,XL
4204d641,VESTIDO BLANCO CON RAYAS ROSA GAMARRA,2001RRS,S
2a7eabe8,VESTIDO BLANCO CON RAYAS ROSA GAMARRA,2001RRS,S
b7ed6744,VESTIDO BLANCO CON RAYAS ROSA GAMARRA,2001RRS,M
10eec8ab,VESTIDO BLANCO CON RAYAS ROSA GAMARRA,2001RRS,M
d8fb6c60,VESTIDO BLANCO CON RAYAS ROSA GAMARRA,2001RRS,L
9411838d,VESTIDO BLANCO CON RAYAS ROSA GAMARRA,2001RRS,XL
647594ba,VESTIDO BLANCO CON RAYAS ROSA GAMARRA,2001RRS,XL
ae286c61,VESTIDO APRIL BLANCO CON ROJO,0140BLR,S
dbfe8ff7,VESTIDO APRIL BLANCO CON ROJO,0140BLR,S
3627f28b,VESTIDO APRIL BLANCO CON ROJO,0140BLR,L
,,,
fd6170e5,VESTIDO AMARILLO GAMARRA,2004AM,L
561887db,VESTIDO MORADO CON FLORES BLANCAS Y ROJAS,2003MRBL,XL
b66e3dbc,Vestido April  Rosado con Fucsia,0140RFUC,L
0a4639fe,VESTIDO APRIL BLANCO CON ROJO,0140BLR,L
826c64e6,VESTIDO APRIL BLANCO CON ROJO,0140BLR,S
c6352ba5,VESTIDO APRIL BLANCO CON ROJO,0140BLR,S
278168d0,VESTIDO APRIL BLANCO CON ROJO,0140BLR,M
b661d9fc,VESTIDO APRIL BLANCO CON ROJO,0140BLR,M
13c1b88a,VESTIDO APRIL BLANCO CON ROJO,0140BLR,M
ef3b991a,VESTIDO APRIL BLANCO CON ROJO,0140BLR,M
68688f1c,VESTIDO APRIL BLANCO CON ROJO,0140BLR,L
7ac386ec,VESTIDO APRIL BLANCO CON ROJO,0140BLR,L
d2330408,VESTIDO APRIL BLANCO CON ROJO,0140BLR,L
ac040529,VESTIDO APRIL BLANCO CON ROJO,0140BLR,L
f156374c,VESTIDO APRIL BLANCO CON ROJO,0140BLR,XL
c9bb878c,VESTIDO APRIL BLANCO CON ROJO,0140BLR,XL
1c946e1c,VESTIDO APRIL BLANCO CON ROJO,0140BLR,XL
cdd39b9c,VESTIDO APRIL BLANCO CON ROJO,0140BLR,XL
7da94f05,VESTIDO APRIL BLANCO CON ROJO,0140BLR,XL
53b041ab,VESTIDO APRIL BLANCO CON ROJO,0140BLR,XL
44ea5e75,VESTIDO APRIL BLANCO CON ROJO,0140BLR,XL
31badfa9,VESTIDO APRIL BLANCO CON ROJO,0140BLR,XL
13c22c1c,VESTIDO APRIL BLANCO CON ROJO,0140BLR,XL
d804272d,VESTIDO APRIL BLANCO CON ROJO,0140BLR,XL
9b51ce39,VESTIDO APRIL BLANCO CON ROJO,0140BLR,XL
9a7e61cb,VESTIDO APRIL AMARILLO CON AZUL,0140AA,S
b0b0b7eb,VESTIDO APRIL AMARILLO CON AZUL,0140AA,M
714133ec,VESTIDO APRIL AMARILLO CON AZUL,0140AA,M
da254803,VESTIDO APRIL AMARILLO CON AZUL,0140AA,M
8b717e39,VESTIDO APRIL AMARILLO CON AZUL,0140AA,L
c6a95728,VESTIDO APRIL AMARILLO CON AZUL,0140AA,L
b8c4926e,VESTIDO APRIL AMARILLO CON AZUL,0140AA,L
7a507ed1,VESTIDO APRIL AMARILLO CON AZUL,0140AA,L
1a9aaabc,VESTIDO APRIL AMARILLO CON AZUL,0140AA,L
51fe3064,VESTIDO APRIL AMARILLO CON AZUL,0140AA,L
a9b6e975,VESTIDO APRIL AMARILLO CON AZUL,0140AA,L
e2833379,VESTIDO APRIL AMARILLO CON AZUL,0140AA,L
bee32fd9,VESTIDO APRIL AMARILLO CON AZUL,0140AA,L
75cdac24,VESTIDO APRIL AMARILLO CON AZUL,0140AA,XL
a07110d4,VESTIDO APRIL AMARILLO CON AZUL,0140AA,XL
f9349b9b,VESTIDO APRIL AMARILLO CON AZUL,0140AA,XL
990e168f,VESTIDO APRIL AMARILLO CON AZUL,0140AA,XL
b3ccd209,VESTIDO APRIL AMARILLO CON AZUL,0140AA,XL
09d6075e,VESTIDO APRIL AMARILLO CON AZUL,0140AA,XL
1d805c57,VESTIDO APRIL AMARILLO CON AZUL,0140AA,XL
2717bff4,VESTIDO APRIL AMARILLO CON AZUL,0140AA,XL
a6ea9e99,VESTIDO APRIL AMARILLO CON AZUL,0140AA,XL
ee791fcb,VESTIDO APRIL AMARILLO CON AZUL,0140AA,XL
735a646e,VESTIDO ENCAJE LIGERO BLANCO,2004BL,L
6e3e9e90,VESTIDO VERDE MENTA,2011VM,XL
f7db4eb1,VESTIDO MELON,2014ML,XL
2a947f9e,ENTERIZO YOGURT,2017YG,XL
dd8748e1,VESTIDO CELESTE FLOREADO,2012CEF,XL
7cb2a240,VESTIDO ENCANTO VERSÁTIL AZUL COBALTO,2002ACO,M
c5913e53,VESTIDO ESTILO CLÁSICO AZUL,2001AZ,M
b55c52d5,VESTIDO NEGRO,2007NE,M
c6fe8132,VESTIDO VERDE CON PLOMO,2007VPLO,M
